,tweet_id,rating_denominator,name,stage,date,time,numerator
21,887705289381826560,10,Jeffrey,None ,2017-07-19 00:00:00,2018-04-12 16:06:00,13.0
22,887517139158093824,10,None,None ,2017-07-19 00:00:00,2018-04-12 03:39:00,14.0
23,887473957103951883,10,Canela,None ,2017-07-19 00:00:00,2018-04-12 00:47:00,13.0
24,887343217045368832,10,None,None ,2017-07-18 00:00:00,2018-04-12 16:08:00,13.0
25,887101392804085760,10,None,None ,2017-07-18 00:00:00,2018-04-12 00:07:00,12.0
26,886983233522544640,10,Maya,None ,2017-07-17 00:00:00,2018-04-12 16:17:00,13.0
27,886736880519319552,10,Mingus,None ,2017-07-16 00:00:00,2018-04-12 23:58:00,13.0
28,886680336477933568,10,Derek,None ,2017-07-16 00:00:00,2018-04-12 20:14:00,13.0
29,886366144734445568,10,Roscoe,pupper,2017-07-15 00:00:00,2018-04-12 23:25:00,12.0
30,886267009285017600,10,None,None ,2017-07-15 00:00:00,2018-04-12 16:51:00,12.0
31,886258384151887873,10,Waffles,None ,2017-07-15 00:00:00,2018-04-12 16:17:00,13.0
33,885984800019947520,10,Jimbo,None ,2017-07-14 00:00:00,2018-04-12 22:10:00,12.0
34,885528943205470208,10,Maisey,None ,2017-07-13 00:00:00,2018-04-12 15:58:00,13.0
35,885518971528720385,10,None,None ,2017-07-13 00:00:00,2018-04-12 15:19:00,14.0
37,885167619883638784,10,None,None ,2017-07-12 00:00:00,2018-04-12 16:03:00,13.0
38,884925521741709313,10,Earl,None ,2017-07-12 00:00:00,2018-04-12 00:01:00,12.0
39,884876753390489601,10,Lola,None ,2017-07-11 00:00:00,2018-04-12 20:47:00,13.0
40,884562892145688576,10,Kevin,None ,2017-07-11 00:00:00,2018-04-12 00:00:00,13.0
41,884441805382717440,10,None,None ,2017-07-10 00:00:00,2018-04-12 15:58:00,14.0
42,884247878851493888,10,None,None ,2017-07-10 00:00:00,2018-04-12 03:08:00,13.0
43,884162670584377345,10,Yogi,doggo,2017-07-09 00:00:00,2018-04-12 21:29:00,12.0
44,883838122936631299,10,Noah,None ,2017-07-09 00:00:00,2018-04-12 00:00:00,12.0
45,883482846933004288,10,Bella,None ,2017-07-08 00:00:00,2018-04-12 00:28:00,13.5
46,883360690899218434,10,Grizzwald,floofer,2017-07-07 00:00:00,2018-04-12 16:22:00,13.0
47,883117836046086144,10,None,None ,2017-07-07 00:00:00,2018-04-12 00:17:00,13.0
48,882992080364220416,10,Rusty,None ,2017-07-06 00:00:00,2018-04-12 15:58:00,13.0
49,882762694511734784,10,Gus,pupper,2017-07-06 00:00:00,2018-04-12 00:46:00,12.0
50,882627270321602560,10,Stanley,None ,2017-07-05 00:00:00,2018-04-12 15:48:00,13.0
51,882268110199369728,10,Alfy,None ,2017-07-04 00:00:00,2018-04-12 16:01:00,13.0
52,882045870035918850,10,Koko,None ,2017-07-04 00:00:00,2018-04-12 01:18:00,13.0
53,881906580714921986,10,Rey,None ,2017-07-03 00:00:00,2018-04-12 16:04:00,12.0
54,881666595344535552,10,Gary,None ,2017-07-03 00:00:00,2018-04-12 00:11:00,13.0
55,881633300179243008,10,None,None ,2017-07-02 00:00:00,2018-04-12 21:58:00,17.0
56,881536004380872706,10,None,pupper,2017-07-02 00:00:00,2018-04-12 15:32:00,14.0
57,881268444196462592,10,Elliot,None ,2017-07-01 00:00:00,2018-04-12 21:49:00,12.0
58,880935762899988482,10,Louis,None ,2017-06-30 00:00:00,2018-04-12 23:47:00,13.0
59,880872448815771648,10,None,None ,2017-06-30 00:00:00,2018-04-12 19:35:00,12.0
60,880465832366813184,10,Bella,None ,2017-06-29 00:00:00,2018-04-12 16:39:00,12.0
61,880221127280381952,10,Jesse,None ,2017-06-29 00:00:00,2018-04-12 00:27:00,12.0
62,880095782870896641,10,None,None ,2017-06-28 00:00:00,2018-04-12 16:09:00,11.0
63,879862464715927552,10,Romeo,None ,2017-06-28 00:00:00,2018-04-12 00:42:00,13.0
64,879674319642796034,10,None,None ,2017-06-27 00:00:00,2018-04-12 12:14:00,14.0
65,879492040517615616,10,Bailey,None ,2017-06-27 00:00:00,2018-04-12 00:10:00,12.0
66,879415818425184262,10,Duddles,None ,2017-06-26 00:00:00,2018-04-12 19:07:00,13.0
67,879376492567855104,10,Jack,None ,2017-06-26 00:00:00,2018-04-12 16:31:00,12.0
69,879050749262655488,10,Steven,None ,2017-06-25 00:00:00,2018-04-12 18:56:00,11.0
70,879008229531029506,10,Beau,None ,2017-06-25 00:00:00,2018-04-12 16:07:00,13.0
71,878776093423087618,10,Snoopy,puppo,2017-06-25 00:00:00,2018-04-12 00:45:00,13.0
72,878604707211726852,10,None,None ,2017-06-24 00:00:00,2018-04-12 13:24:00,13.0
75,878281511006478336,10,Shadow,None ,2017-06-23 00:00:00,2018-04-12 16:00:00,13.0
76,878057613040115712,10,Emmy,None ,2017-06-23 00:00:00,2018-04-12 01:10:00,14.0
77,877736472329191424,10,Aja,None ,2017-06-22 00:00:00,2018-04-12 03:54:00,13.0
79,877556246731214848,10,Penny,None ,2017-06-21 00:00:00,2018-04-12 15:58:00,12.0
80,877316821321428993,10,Dante,None ,2017-06-21 00:00:00,2018-04-12 00:06:00,13.0
81,877201837425926144,10,Nelly,None ,2017-06-20 00:00:00,2018-04-12 16:29:00,12.0
82,876838120628539392,10,Ginger,pupper,2017-06-19 00:00:00,2018-04-12 16:24:00,12.0
83,876537666061221889,10,None,None ,2017-06-18 00:00:00,2018-04-12 20:30:00,14.0
84,876484053909872640,10,Benedict,None ,2017-06-18 00:00:00,2018-04-12 16:57:00,13.0
85,876120275196170240,10,Venti,None ,2017-06-17 00:00:00,2018-04-12 16:52:00,13.0
86,875747767867523072,10,Goose,None ,2017-06-16 00:00:00,2018-04-12 16:11:00,13.0
87,875144289856114688,10,Nugget,None ,2017-06-15 00:00:00,2018-04-12 00:13:00,13.0
88,875097192612077568,10,None,None ,2017-06-14 00:00:00,2018-04-12 21:06:00,13.0
89,875021211251597312,10,None,None ,2017-06-14 00:00:00,2018-04-12 16:04:00,12.0
90,874680097055178752,10,Cash,None ,2017-06-13 00:00:00,2018-04-12 17:29:00,12.0
92,874296783580663808,10,Jed,pupper,2017-06-12 00:00:00,2018-04-12 16:06:00,13.0
93,874057562936811520,10,None,None ,2017-06-12 00:00:00,2018-04-12 00:15:00,12.0
94,874012996292530176,10,Sebastian,puppo,2017-06-11 00:00:00,2018-04-12 21:18:00,13.0
96,873580283840344065,10,None,None ,2017-06-10 00:00:00,2018-04-12 16:39:00,13.0
98,873213775632977920,10,Sierra,pupper,2017-06-09 00:00:00,2018-04-12 16:22:00,12.0
99,872967104147763200,10,None,doggo,2017-06-09 00:00:00,2018-04-12 00:02:00,12.0
100,872820683541237760,10,None,None ,2017-06-08 00:00:00,2018-04-12 14:20:00,13.0
102,872620804844003328,10,Monkey,None ,2017-06-08 00:00:00,2018-04-12 01:06:00,13.0
103,872486979161796608,10,None,None ,2017-06-07 00:00:00,2018-04-12 16:14:00,12.0
104,872261713294495745,10,Harry,None ,2017-06-07 00:00:00,2018-04-12 01:19:00,13.0
105,872122724285648897,10,Kody,None ,2017-06-06 00:00:00,2018-04-12 16:07:00,12.0
106,871879754684805121,10,Lassie,None ,2017-06-06 00:00:00,2018-04-12 00:01:00,13.0
107,871762521631449091,10,Rover,pupper,2017-06-05 00:00:00,2018-04-12 16:15:00,12.0
108,871515927908634625,10,Napolean,doggo,2017-06-04 00:00:00,2018-04-12 23:56:00,12.0
110,871102520638267392,10,None,doggo,2017-06-03 00:00:00,2018-04-12 20:33:00,14.0
111,871032628920680449,10,Boomer,None ,2017-06-03 00:00:00,2018-04-12 15:55:00,13.0
112,870804317367881728,10,None,None ,2017-06-03 00:00:00,2018-04-12 00:48:00,11.0
113,870726314365509632,10,None,None ,2017-06-02 00:00:00,2018-04-12 19:38:00,10.0
114,870656317836468226,10,Cody,None ,2017-06-02 00:00:00,2018-04-12 15:00:00,13.0
115,870374049280663552,10,Zoey,None ,2017-06-01 00:00:00,2018-04-12 20:18:00,13.0
116,870308999962521604,10,Rumble,None ,2017-06-01 00:00:00,2018-04-12 16:00:00,13.0
117,870063196459192321,10,Clifford,None ,2017-05-31 00:00:00,2018-04-12 23:43:00,14.0
119,869772420881756160,10,Dewey,None ,2017-05-31 00:00:00,2018-04-12 04:27:00,13.0
120,869702957897576449,10,Stanley,None ,2017-05-30 00:00:00,2018-04-12 23:51:00,13.0
121,869596645499047938,10,Scout,doggo,2017-05-30 00:00:00,2018-04-12 16:49:00,12.0
122,869227993411051520,10,Gizmo,None ,2017-05-29 00:00:00,2018-04-12 16:24:00,13.0
123,868880397819494401,10,Walter,None ,2017-05-28 00:00:00,2018-04-12 17:23:00,14.0
125,868622495443632128,10,None,None ,2017-05-28 00:00:00,2018-04-12 00:18:00,13.0
126,868552278524837888,10,Cooper,None ,2017-05-27 00:00:00,2018-04-12 19:39:00,12.0
127,867900495410671616,10,None,None ,2017-05-26 00:00:00,2018-04-12 00:29:00,12.0
128,867774946302451713,10,Harold,None ,2017-05-25 00:00:00,2018-04-12 16:10:00,13.0
129,867421006826221569,10,Shikha,puppo,2017-05-24 00:00:00,2018-04-12 16:44:00,12.0
131,867051520902168576,10,None,None ,2017-05-23 00:00:00,2018-04-12 16:16:00,13.0
133,866720684873056260,10,None,None ,2017-05-22 00:00:00,2018-04-12 18:21:00,13.0
134,866686824827068416,10,Lili,None ,2017-05-22 00:00:00,2018-04-12 16:06:00,12.0
135,866450705531457537,10,Jamesy,pupper,2017-05-22 00:00:00,2018-04-12 00:28:00,13.0
136,866334964761202691,10,Coco,None ,2017-05-21 00:00:00,2018-04-12 16:48:00,12.0
138,865718153858494464,10,Boomer,None ,2017-05-19 00:00:00,2018-04-12 23:57:00,13.0
139,865359393868664832,10,Sammy,None ,2017-05-19 00:00:00,2018-04-12 00:12:00,13.0
140,865006731092295680,10,Nelly,None ,2017-05-18 00:00:00,2018-04-12 00:50:00,13.0
141,864873206498414592,10,None,None ,2017-05-17 00:00:00,2018-04-12 16:00:00,14.0
142,864279568663928832,10,Meatball,None ,2017-05-16 00:00:00,2018-04-12 00:41:00,12.0
143,864197398364647424,10,Paisley,None ,2017-05-15 00:00:00,2018-04-12 19:14:00,13.0
144,863907417377173506,10,Albus,None ,2017-05-15 00:00:00,2018-04-12 00:02:00,13.0
145,863553081350529029,10,Neptune,None ,2017-05-14 00:00:00,2018-04-12 00:34:00,13.0
147,863432100342583297,10,Belle,None ,2017-05-13 00:00:00,2018-04-12 16:33:00,12.0
148,863427515083354112,10,None,None ,2017-05-13 00:00:00,2018-04-12 16:15:00,12.0
149,863079547188785154,10,None,None ,2017-05-12 00:00:00,2018-04-12 17:12:00,14.0
150,863062471531167744,10,Quinn,None ,2017-05-12 00:00:00,2018-04-12 16:05:00,13.0
151,862831371563274240,10,Zooey,None ,2017-05-12 00:00:00,2018-04-12 00:46:00,13.0
152,862722525377298433,10,Dave,None ,2017-05-11 00:00:00,2018-04-12 17:34:00,11.0
153,862457590147678208,10,Jersey,None ,2017-05-11 00:00:00,2018-04-12 00:01:00,13.0
154,862096992088072192,10,None,None ,2017-05-10 00:00:00,2018-04-12 00:08:00,13.0
156,861383897657036800,10,Hobbes,None ,2017-05-08 00:00:00,2018-04-12 00:54:00,13.0
157,861288531465048066,10,None,None ,2017-05-07 00:00:00,2018-04-12 18:36:00,13.0
158,861005113778896900,10,Burt,None ,2017-05-06 00:00:00,2018-04-12 23:49:00,12.0
161,860563773140209665,10,Lorenzo,None ,2017-05-05 00:00:00,2018-04-12 18:36:00,13.0
162,860524505164394496,10,Carl,None ,2017-05-05 00:00:00,2018-04-12 16:00:00,13.0
163,860276583193509888,10,Jordy,None ,2017-05-04 00:00:00,2018-04-12 23:34:00,12.0
164,860184849394610176,10,None,None ,2017-05-04 00:00:00,2018-04-12 17:30:00,14.0
166,859924526012018688,10,Milky,None ,2017-05-04 00:00:00,2018-04-12 00:15:00,12.0
167,859851578198683649,10,Trooper,None ,2017-05-03 00:00:00,2018-04-12 19:26:00,13.0
168,859607811541651456,10,None,puppo,2017-05-03 00:00:00,2018-04-12 03:17:00,13.0
169,859196978902773760,10,None,None ,2017-05-02 00:00:00,2018-04-12 00:04:00,12.0
170,859074603037188101,10,None,None ,2017-05-01 00:00:00,2018-04-12 15:58:00,13.0
172,858843525470990336,10,None,doggo,2017-05-01 00:00:00,2018-04-12 00:40:00,13.0
173,858471635011153920,10,Sophie,None ,2017-04-30 00:00:00,2018-04-12 00:02:00,13.0
174,858107933456039936,10,Wyatt,None ,2017-04-28 00:00:00,2018-04-12 23:57:00,12.0
175,857989990357356544,10,Rosie,None ,2017-04-28 00:00:00,2018-04-12 16:08:00,12.0
176,857746408056729600,10,Thor,None ,2017-04-28 00:00:00,2018-04-12 00:00:00,13.0
177,857393404942143489,10,None,None ,2017-04-27 00:00:00,2018-04-12 00:38:00,13.0
178,857263160327368704,10,Oscar,None ,2017-04-26 00:00:00,2018-04-12 16:00:00,13.0
179,857214891891077121,10,None,None ,2017-04-26 00:00:00,2018-04-12 12:48:00,12.0
181,857029823797047296,10,Zeke,None ,2017-04-26 00:00:00,2018-04-12 00:33:00,12.0
183,856543823941562368,10,Callie,None ,2017-04-24 00:00:00,2018-04-12 16:22:00,12.0
184,856526610513747968,10,None,None ,2017-04-24 00:00:00,2018-04-12 15:13:00,14.0
186,856288084350160898,10,None,None ,2017-04-23 00:00:00,2018-04-12 23:26:00,14.0
187,856282028240666624,10,Cermet,None ,2017-04-23 00:00:00,2018-04-12 23:01:00,14.0
188,855862651834028034,10,None,None ,2017-04-22 00:00:00,2018-04-12 19:15:00,420.0
189,855860136149123072,10,None,None ,2017-04-22 00:00:00,2018-04-12 19:05:00,666.0
190,855857698524602368,10,None,None ,2017-04-22 00:00:00,2018-04-12 18:55:00,13.0
191,855851453814013952,10,None,doggoNoneNonepuppo,2017-04-22 00:00:00,2018-04-12 18:31:00,13.0
192,855818117272018944,10,None,None ,2017-04-22 00:00:00,2018-04-12 16:18:00,13.0
193,855459453768019968,10,None,None ,2017-04-21 00:00:00,2018-04-12 16:33:00,12.0
196,854732716440526848,10,Marlee,None ,2017-04-19 00:00:00,2018-04-12 16:25:00,12.0
197,854482394044301312,10,Arya,None ,2017-04-18 00:00:00,2018-04-12 23:50:00,13.0
198,854365224396361728,10,Einstein,None ,2017-04-18 00:00:00,2018-04-12 16:05:00,13.0
199,854120357044912130,10,None,pupper,2017-04-17 00:00:00,2018-04-12 23:52:00,14.0
200,854010172552949760,10,None,doggoflooferNoneNone,2017-04-17 00:00:00,2018-04-12 16:34:00,11.0
201,853760880890318849,10,Alice,None ,2017-04-17 00:00:00,2018-04-12 00:03:00,12.0
202,853639147608842240,10,None,None ,2017-04-16 00:00:00,2018-04-12 16:00:00,13.0
203,853299958564483072,10,Rumpole,None ,2017-04-15 00:00:00,2018-04-12 17:32:00,13.0
205,852912242202992640,10,Benny,None ,2017-04-14 00:00:00,2018-04-12 15:51:00,12.0
206,852672615818899456,10,Aspen,None ,2017-04-13 00:00:00,2018-04-12 23:59:00,12.0
207,852553447878664193,10,Jarod,None ,2017-04-13 00:00:00,2018-04-12 16:05:00,13.0
208,852311364735569921,10,Wiggles,None ,2017-04-13 00:00:00,2018-04-12 00:03:00,13.0
209,852226086759018497,10,General,None ,2017-04-12 00:00:00,2018-04-12 18:25:00,14.0
210,852189679701164033,10,Sailor,None ,2017-04-12 00:00:00,2018-04-12 16:00:00,12.0
213,851591660324737024,10,None,None ,2017-04-11 00:00:00,2018-04-12 00:24:00,11.0
214,851464819735769094,10,Iggy,None ,2017-04-10 00:00:00,2018-04-12 16:00:00,14.0
215,851224888060895234,10,Snoop,None ,2017-04-10 00:00:00,2018-04-12 00:06:00,13.0
216,850753642995093505,10,Kyle,None ,2017-04-08 00:00:00,2018-04-12 16:54:00,11.0
217,850380195714523136,10,Leo,None ,2017-04-07 00:00:00,2018-04-12 16:10:00,13.0
218,850333567704068097,10,None,None ,2017-04-07 00:00:00,2018-04-12 13:04:00,13.0
219,850145622816686080,10,Riley,None ,2017-04-07 00:00:00,2018-04-12 00:38:00,11.0
220,850019790995546112,10,Boomer,pupper,2017-04-06 00:00:00,2018-04-12 16:18:00,12.0
221,849776966551130114,10,None,None ,2017-04-06 00:00:00,2018-04-12 00:13:00,12.0
223,849412302885593088,10,Noosh,None ,2017-04-05 00:00:00,2018-04-12 00:04:00,12.0
224,849336543269576704,10,None,None ,2017-04-04 00:00:00,2018-04-12 19:03:00,11.0
225,849051919805034497,10,Kevin,None ,2017-04-04 00:00:00,2018-04-12 00:12:00,13.0
226,848690551926992896,10,None,None ,2017-04-03 00:00:00,2018-04-12 00:16:00,12.0
227,848324959059550208,10,Odin,None ,2017-04-02 00:00:00,2018-04-12 00:03:00,12.0
228,848213670039564288,10,None,None ,2017-04-01 00:00:00,2018-04-12 16:41:00,11.0
229,848212111729840128,10,Jerry,None ,2017-04-01 00:00:00,2018-04-12 16:35:00,6.0
232,847962785489326080,10,Georgie,None ,2017-04-01 00:00:00,2018-04-12 00:04:00,10.0
233,847842811428974592,10,Rontu,None ,2017-03-31 00:00:00,2018-04-12 16:07:00,12.0
234,847617282490613760,10,None,None ,2017-03-31 00:00:00,2018-04-12 01:11:00,13.0
235,847606175596138505,10,Cannon,None ,2017-03-31 00:00:00,2018-04-12 00:27:00,12.0
236,847251039262605312,10,Furzey,None ,2017-03-30 00:00:00,2018-04-12 00:56:00,12.0
237,847157206088847362,10,Daisy,None ,2017-03-29 00:00:00,2018-04-12 18:43:00,11.0
238,847116187444137987,10,None,None ,2017-03-29 00:00:00,2018-04-12 16:00:00,11.0
239,846874817362120707,10,Tuck,None ,2017-03-29 00:00:00,2018-04-12 00:01:00,13.0
240,846514051647705089,10,Barney,doggo,2017-03-28 00:00:00,2018-04-12 00:07:00,13.0
241,846505985330044928,10,None,None ,2017-03-27 00:00:00,2018-04-12 23:35:00,11.0
242,846153765933735936,10,Vixen,None ,2017-03-27 00:00:00,2018-04-12 00:15:00,13.0
243,846139713627017216,10,None,None ,2017-03-26 00:00:00,2018-04-12 23:20:00,13.0
244,846042936437604353,10,Jarvis,None ,2017-03-26 00:00:00,2018-04-12 16:55:00,12.0
245,845812042753855489,10,None,None ,2017-03-26 00:00:00,2018-04-12 01:38:00,13.0
246,845677943972139009,10,None,None ,2017-03-25 00:00:00,2018-04-12 16:45:00,12.0
248,845397057150107648,10,Mimosa,doggo,2017-03-24 00:00:00,2018-04-12 22:08:00,13.0
249,845306882940190720,10,Pickles,pupper,2017-03-24 00:00:00,2018-04-12 16:10:00,12.0
251,844979544864018432,10,None,None ,2017-03-23 00:00:00,2018-04-12 18:29:00,13.0
252,844973813909606400,10,Brady,None ,2017-03-23 00:00:00,2018-04-12 18:07:00,12.0
253,844704788403113984,10,Luna,None ,2017-03-23 00:00:00,2018-04-12 00:18:00,13.0
254,844580511645339650,10,Charlie,None ,2017-03-22 00:00:00,2018-04-12 16:04:00,11.0
255,844223788422217728,10,Margo,None ,2017-03-21 00:00:00,2018-04-12 16:26:00,12.0
256,843981021012017153,10,None,None ,2017-03-21 00:00:00,2018-04-12 00:22:00,13.0
257,843856843873095681,10,Sadie,None ,2017-03-20 00:00:00,2018-04-12 16:08:00,12.0
258,843604394117681152,10,Hank,None ,2017-03-19 00:00:00,2018-04-12 23:25:00,11.0
259,843235543001513987,10,Tycho,None ,2017-03-18 00:00:00,2018-04-12 22:59:00,13.0
261,842846295480000512,10,Charlie,None ,2017-03-17 00:00:00,2018-04-12 21:13:00,13.0
262,842765311967449089,10,Indie,None ,2017-03-17 00:00:00,2018-04-12 15:51:00,12.0
263,842535590457499648,10,Winnie,None ,2017-03-17 00:00:00,2018-04-12 00:38:00,13.0
264,842163532590374912,10,George,None ,2017-03-16 00:00:00,2018-04-12 00:00:00,12.0
265,842115215311396866,10,Bentley,None ,2017-03-15 00:00:00,2018-04-12 20:48:00,12.0
267,841680585030541313,10,Penny,None ,2017-03-14 00:00:00,2018-04-12 16:01:00,12.0
268,841439858740625411,10,None,None ,2017-03-14 00:00:00,2018-04-12 00:04:00,14.0
269,841320156043304961,10,None,None ,2017-03-13 00:00:00,2018-04-12 16:08:00,12.0
270,841314665196081154,10,Max,None ,2017-03-13 00:00:00,2018-04-12 15:47:00,13.0
271,841077006473256960,10,Dawn,None ,2017-03-13 00:00:00,2018-04-12 00:02:00,12.0
274,840698636975636481,10,None,None ,2017-03-11 00:00:00,2018-04-12 22:59:00,10.0
275,840696689258311684,10,None,None ,2017-03-11 00:00:00,2018-04-12 22:51:00,10.0
276,840632337062862849,10,Maddie,None ,2017-03-11 00:00:00,2018-04-12 18:35:00,12.0
277,840370681858686976,10,None,None ,2017-03-11 00:00:00,2018-04-12 01:15:00,13.0
278,840268004936019968,10,Monty,None ,2017-03-10 00:00:00,2018-04-12 18:27:00,12.0
279,839990271299457024,10,Sojourner,None ,2017-03-10 00:00:00,2018-04-12 00:04:00,13.0
280,839549326359670784,10,Winston,None ,2017-03-08 00:00:00,2018-04-12 18:52:00,12.0
282,839239871831150596,10,Odie,None ,2017-03-07 00:00:00,2018-04-12 22:22:00,13.0
283,838952994649550848,10,None,None ,2017-03-07 00:00:00,2018-04-12 03:22:00,13.0
284,838921590096166913,10,Arlo,None ,2017-03-07 00:00:00,2018-04-12 01:17:00,13.0
287,838561493054533637,10,Walter,None ,2017-03-06 00:00:00,2018-04-12 01:26:00,13.0
288,838476387338051585,10,Stanley,None ,2017-03-05 00:00:00,2018-04-12 19:48:00,13.0
290,838150277551247360,10,None,None ,2017-03-04 00:00:00,2018-04-12 22:12:00,182.0
291,838085839343206401,10,None,None ,2017-03-04 00:00:00,2018-04-12 17:56:00,15.0
292,838083903487373313,10,Daisy,None ,2017-03-04 00:00:00,2018-04-12 17:49:00,13.0
293,837820167694528512,10,None,pupper,2017-03-04 00:00:00,2018-04-12 00:21:00,12.0
294,837482249356513284,10,Waffles,None ,2017-03-03 00:00:00,2018-04-12 01:58:00,13.0
295,837471256429613056,10,Vincent,None ,2017-03-03 00:00:00,2018-04-12 01:14:00,12.0
296,837366284874571778,10,Lucy,None ,2017-03-02 00:00:00,2018-04-12 18:17:00,13.0
297,837110210464448512,10,Clark,pupper,2017-03-02 00:00:00,2018-04-12 01:20:00,13.0
299,836989968035819520,10,Mookie,None ,2017-03-01 00:00:00,2018-04-12 17:22:00,12.0
300,836753516572119041,10,Meera,doggo,2017-03-01 00:00:00,2018-04-12 01:42:00,12.0
301,836677758902222849,10,Oliver,None ,2017-02-28 00:00:00,2018-04-12 20:41:00,11.0
304,836380477523124226,10,Ava,pupper,2017-02-28 00:00:00,2018-04-12 01:00:00,12.0
305,836260088725786625,10,Lucy,None ,2017-02-27 00:00:00,2018-04-12 17:01:00,13.0
306,836001077879255040,10,None,None ,2017-02-26 00:00:00,2018-04-12 23:52:00,13.0
308,835574547218894849,10,Eli,None ,2017-02-25 00:00:00,2018-04-12 19:37:00,11.0
311,835297930240217089,10,Ash,None ,2017-02-25 00:00:00,2018-04-12 01:18:00,12.0
312,835264098648616962,10,Lola,None ,2017-02-24 00:00:00,2018-04-12 23:04:00,12.0
314,835172783151792128,10,None,None ,2017-02-24 00:00:00,2018-04-12 17:01:00,12.0
315,835152434251116546,10,None,None ,2017-02-24 00:00:00,2018-04-12 15:40:00,0.0
316,834931633769889797,10,Tucker,None ,2017-02-24 00:00:00,2018-04-12 01:03:00,12.0
317,834786237630337024,10,Tobi,None ,2017-02-23 00:00:00,2018-04-12 15:25:00,13.0
318,834574053763584002,10,None,doggo,2017-02-23 00:00:00,2018-04-12 01:22:00,13.0
320,834458053273591808,10,Chester,None ,2017-02-22 00:00:00,2018-04-12 17:41:00,12.0
321,834209720923721728,10,Wilson,None ,2017-02-22 00:00:00,2018-04-12 01:14:00,12.0
322,834167344700198914,10,Sunshine,None ,2017-02-21 00:00:00,2018-04-12 22:26:00,11.0
323,834089966724603904,10,None,doggo,2017-02-21 00:00:00,2018-04-12 17:18:00,10.0
324,834086379323871233,10,Lipton,None ,2017-02-21 00:00:00,2018-04-12 17:04:00,12.0
325,833863086058651648,10,Bentley,None ,2017-02-21 00:00:00,2018-04-12 02:17:00,12.0
326,833826103416520705,10,Charlie,None ,2017-02-20 00:00:00,2018-04-12 23:50:00,13.0
328,833722901757046785,10,Bronte,None ,2017-02-20 00:00:00,2018-04-12 17:00:00,13.0
329,833479644947025920,10,Poppy,None ,2017-02-20 00:00:00,2018-04-12 00:53:00,13.0
330,833124694597443584,10,Gidget,pupper,2017-02-19 00:00:00,2018-04-12 01:23:00,12.0
331,832998151111966721,10,Rhino,doggo,2017-02-18 00:00:00,2018-04-12 17:00:00,13.0
333,832757312314028032,10,Willow,None ,2017-02-18 00:00:00,2018-04-12 01:03:00,13.0
334,832682457690300417,10,None,None ,2017-02-17 00:00:00,2018-04-12 20:05:00,13.0
335,832645525019123713,10,None,None ,2017-02-17 00:00:00,2018-04-12 17:38:00,10.0
336,832636094638288896,10,Orion,None ,2017-02-17 00:00:00,2018-04-12 17:01:00,12.0
337,832397543355072512,10,Eevee,None ,2017-02-17 00:00:00,2018-04-12 01:13:00,12.0
338,832369877331693569,10,Charlie,None ,2017-02-16 00:00:00,2018-04-12 23:23:00,11.0
339,832273440279240704,10,Smiley,doggo,2017-02-16 00:00:00,2018-04-12 17:00:00,14.0
344,832032802820481025,10,Miguel,doggo,2017-02-16 00:00:00,2018-04-12 01:04:00,12.0
345,831939777352105988,10,Emanuel,doggo,2017-02-15 00:00:00,2018-04-12 18:54:00,12.0
346,831926988323639298,10,None,None ,2017-02-15 00:00:00,2018-04-12 18:03:00,12.0
